gene_id	focal_genome	nc_genome	nc_match_contig	nc_match_strand	nc_match_start	nc_match_end	n_overlapping_genes	overlapping_genes	f0	f1	f2	intergenic	outgroup_nb
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_002214505@Thermococcus_siculi_RG_20	NZ_CP015103	+	782627	782927	0		0	0	0	300	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000265525@Thermococcus_cleftensis_CL1	NC_018015	-	674748	675048	0		0	0	0	300	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_IRI_06c	12654	+	2078437	2078737	0		0	0	0	300	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_IRI15c	11152	+	252513	252807	0		0	0	0	294	2
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_IRI14c	11810	-	212765	213059	0		0	0	0	294	2
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_IRI10c	11798	-	1168499	1168793	0		0	0	0	294	2
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_IRI25c	11809	-	212169	212463	0		0	0	0	294	2
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_IRI24c	11800	+	1560738	1561029	0		0	0	0	291	2
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_IRI29c	11803	-	972545	972836	0		0	0	0	291	2
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_IRI27c2	11807	-	972610	972901	0		0	0	0	291	2
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_904067545@Thermococcus_camini_IRI35c	NZ_LR881183	+	292361	292655	0		0	0	0	294	2
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_AMTc71	13480	+	1758275	1758575	0		0	0	0	300	1
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_AMTc72	13481	+	1758276	1758576	0		0	0	0	300	1
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000221185@Thermococcus_sp_4557	NC_015865	-	1029830	1030130	0		0	0	0	300	1
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_008152015@Thermococcus_aciditolerans_SY113	NZ_CP041932	-	1040451	1040751	0		0	0	0	300	1
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_DS1	7110	-	809916	810102	0		0	0	0	186	4
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_IRI_33c	8820	+	1745099	1745285	0		0	0	0	186	4
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_31_3	7489	+	1760847	1761066	0		0	0	0	219	4
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_AMTc09	12160	-	1560798	1561002	0		0	0	0	204	3
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_AMTc51	10770	-	654906	655110	0		0	0	0	204	3
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_15_2	7488	+	1007325	1007553	0		0	0	0	228	3
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_prieuri_Col3	7494	+	750022	750250	0		0	0	0	228	3
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_IRI_06c	12654	-	412437	412668	0		0	0	0	231	3
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_904067545@Thermococcus_camini_IRI35c	NZ_LR881183	+	775164	775395	0		0	0	0	231	2
PBPJMCNB_01075_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_008152015@Thermococcus_aciditolerans_SY113	NZ_CP041932	-	698062	698332	0		0	0	0	270	1
AJGPKGBP_00434_gene_mRNA	GCA_008152015@Thermococcus_aciditolerans_SY113	Thermococcus_sp_IRI24c	11800	-	200247	200658	1	KMDFJOEO_00231	240	0	0	171	3
AJGPKGBP_00434_gene_mRNA	GCA_008152015@Thermococcus_aciditolerans_SY113	Thermococcus_sp_IRI29c	11803	+	247001	247412	1	LAMLPHDI_00273	240	0	0	171	3
AJGPKGBP_00434_gene_mRNA	GCA_008152015@Thermococcus_aciditolerans_SY113	Thermococcus_sp_IRI27c2	11807	+	247066	247477	1	HILMJHED_00273	240	0	0	171	3
AJGPKGBP_00434_gene_mRNA	GCA_008152015@Thermococcus_aciditolerans_SY113	GCA_904067545@Thermococcus_camini_IRI35c	NZ_LR881183	-	993844	994255	1	BFHCEGCA_01079	240	0	0	171	3
AJGPKGBP_00434_gene_mRNA	GCA_008152015@Thermococcus_aciditolerans_SY113	GCA_006274605@Thermococcus_indicus_IOH1	NZ_CP040846	+	1303310	1303868	2	PBPJMCNB_01456;PBPJMCNB_01457	0	372	14	172	2
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_fumicolans_ST557	14021	-	1452989	1453211	0		0	0	0	222	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_001592435@Thermococcus_peptonophilus_OG_1	NZ_CP014751	+	6651	6996	0		0	0	0	345	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_008152015@Thermococcus_aciditolerans_SY113	NZ_CP041932	+	449050	449401	1	AJGPKGBP_00482	0	2	0	349	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_sp_CIR_03a	8822	+	1840201	1840546	0		0	0	0	345	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_002214545@Thermococcus_thioreducens_OGL_20P	NZ_CP015105	+	1269599	1269944	0		0	0	0	345	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_sp_IRI_05c	8817	-	983655	984000	0		0	0	0	345	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_024707485@Thermococcus_sp_813A4	NZ_CP102602	-	374005	374350	0		0	0	0	345	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_coalescens_TS1	14020	+	1640786	1641047	0		0	0	0	261	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_31_3	7489	-	1158083	1158344	0		0	0	0	261	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_atlanticus_DSM_15226	11783	+	498748	499048	1	OBEJPNEJ_00551	0	35	0	265	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_000725425@Palaeococcus_pacificus_DY20341	NZ_CP006019	+	1566283	1566640	0		0	0	0	357	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_000246985@Thermococcus_litoralis_DSM_5473	NC_022084	-	1378625	1379006	1	DKLHHBAG_01557	0	32	0	349	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_alcaliphilus_DSM_10322	11782	-	1276719	1277100	1	HKFOCBLP_01409	0	35	0	346	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_aegaeus_DSM_12767	11780	-	1621082	1621466	1	JKCEONJL_01776	0	35	0	349	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_020386975@Thermococcus_bergensis_T7324	NZ_JABFNK010000005	+	154712	155018	0		0	0	0	306	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_000022545@Thermococcus_sibiricus_MM_739	NC_012883	+	1536510	1536867	0		0	0	0	357	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_023746595@Thermococcus_argininiproducens_IOH2	NZ_CP080572	+	242329	242713	1	DHDBELCC_00247	0	35	0	349	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_000151105@Thermococcus_barophilus_MP	NC_014804	+	1196998	1197274	1	MLLJDAHJ_01383	0	11	0	265	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_001433455@Thermococcus_barophilus_CH5	NZ_CP013050	+	1401872	1402148	1	LPGJLMGN_01628	0	11	0	265	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_barophilus_CH1	4059	+	1188512	1188788	1	FOFBPMIL_01322	0	11	0	265	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_035621495@Thermococcus_sp_SY098	NZ_CP141821	+	901056	901356	1	LGNMEAEL_01006	0	35	0	265	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Thermococcus_barophilus_423_3_23	4061	+	1660475	1660772	1	KLPMFDKH_01884	0	32	0	265	3
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_000215995@Pyrococcus_yayanosii_CH1	NC_015680	-	805572	805848	1	AJHNGCFL_00911	0	11	0	265	2
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	GCA_000211475@Pyrococcus_sp_NA2	NC_015474	+	1463285	1463555	1	CEHDAOCF_01617	0	5	0	265	1
MHNPHHGP_00743_gene_mRNA	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	Pyrococcus_sp_IRI_42C	8814	+	257084	257381	1	PJJLKOLC_00288	0	32	0	265	1
KOPGNMII_00670_gene_mRNA	GCA_020386975@Thermococcus_bergensis_T7324	GCA_000275605@Pyrococcus_furiosus_COM1	NC_018092	+	536020	536557	2	EDEBIHJP_00569;EDEBIHJP_00570	135	0	0	312	6
KOPGNMII_00670_gene_mRNA	GCA_020386975@Thermococcus_bergensis_T7324	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	NZ_CP023154	+	715282	715819	2	MHNPHHGP_00738;MHNPHHGP_00739	135	0	0	312	6
KOPGNMII_00670_gene_mRNA	GCA_020386975@Thermococcus_bergensis_T7324	GCA_000007305@Pyrococcus_furiosus_DSM_3638	NC_003413	+	732998	733535	2	BCEBDJIJ_00763;BCEBDJIJ_00764	135	0	0	312	6
KOPGNMII_00670_gene_mRNA	GCA_020386975@Thermococcus_bergensis_T7324	GCA_001484685@Thermococcus_sp_2319x1	NZ_CP012200	-	1474227	1474764	2	FDFCGALF_01699;FDFCGALF_01700	135	0	0	312	1
KOPGNMII_00670_gene_mRNA	GCA_020386975@Thermococcus_bergensis_T7324	GCA_902813195@Thermococcus_sp_2319x1_Essen	NZ_LR778300	-	1526741	1527278	2	HPMEPLIM_01731;HPMEPLIM_01732	135	0	0	312	1
PPKIDKBL_00710_gene_mRNA	GCA_900012635@Thermococcus_chitonophagus_isolate_1	GCA_000275605@Pyrococcus_furiosus_COM1	NC_018092	+	699496	699598	0		0	0	0	102	4
PPKIDKBL_00710_gene_mRNA	GCA_900012635@Thermococcus_chitonophagus_isolate_1	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	NZ_CP023154	+	879690	879792	0		0	0	0	102	4
PPKIDKBL_00710_gene_mRNA	GCA_900012635@Thermococcus_chitonophagus_isolate_1	GCA_000007305@Pyrococcus_furiosus_DSM_3638	NC_003413	+	897398	897500	0		0	0	0	102	4
PPKIDKBL_00710_gene_mRNA	GCA_900012635@Thermococcus_chitonophagus_isolate_1	GCA_000263735@Pyrococcus_sp_ST04	NC_017946	+	850717	850828	1	FDLBPKII_00880	45	0	0	66	2
PPKIDKBL_00710_gene_mRNA	GCA_900012635@Thermococcus_chitonophagus_isolate_1	Pyrococcus_endeavori_ES4	4064	+	845239	845350	1	FOMOJKPC_00885	45	0	0	66	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_sp_E10P11	11811	+	265117	265429	0		0	0	0	312	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_sp_E10P8	11801	+	265117	265429	0		0	0	0	312	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_29_3	7513	-	592487	592799	0		0	0	0	312	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_E15P35	10971	-	26333	26645	0		0	0	0	312	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_sp_E15p33	8816	-	1103010	1103322	0		0	0	0	312	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_sp_33_3	8825	+	1774673	1774985	0		0	0	0	312	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	GCA_000585495@Thermococcus_nautili_30_1	NZ_CP007264	-	415959	416271	0		0	0	0	312	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_sp_9_3	9794	-	745829	746138	0		0	0	0	309	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_sp_AMTc79	11778	-	1392288	1392600	0		0	0	0	312	2
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_EXT11c	11137	-	1543516	1543828	0		0	0	0	312	1
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_sp_EXT09c	8819	-	1013167	1013479	0		0	0	0	312	1
LHBEBFMA_01401_gene_mRNA	GCA_900198835@Thermococcus_henrietii_EXT12c	Thermococcus_sp_unknown	8821	+	754062	754374	0		0	0	0	312	1
HPMEPLIM_01176_gene_mRNA	GCA_902813195@Thermococcus_sp_2319x1_Essen	Thermococcus_IRI15c	11152	+	1823175	1823304	1	LFPLOHAD_02020	108	0	0	21	8
HPMEPLIM_01176_gene_mRNA	GCA_902813195@Thermococcus_sp_2319x1_Essen	Thermococcus_sp_IRI14c	11810	-	703725	703854	1	FCCLJDJA_00763	108	0	0	21	8
HPMEPLIM_01176_gene_mRNA	GCA_902813195@Thermococcus_sp_2319x1_Essen	Thermococcus_sp_IRI25c	11809	-	704330	704459	1	AAAKJNHH_00769	108	0	0	21	8
HPMEPLIM_01176_gene_mRNA	GCA_902813195@Thermococcus_sp_2319x1_Essen	GCA_904067545@Thermococcus_camini_IRI35c	NZ_LR881183	+	1819419	1819548	1	BFHCEGCA_02003	108	0	0	21	8
HPMEPLIM_01176_gene_mRNA	GCA_902813195@Thermococcus_sp_2319x1_Essen	GCA_008152015@Thermococcus_aciditolerans_SY113	NZ_CP041932	-	1755485	1755614	1	AJGPKGBP_01948	0	0	10	119	8
HPMEPLIM_01176_gene_mRNA	GCA_902813195@Thermococcus_sp_2319x1_Essen	GCA_001484685@Thermococcus_sp_2319x1	NZ_CP012200	+	1016519	1016684	0		0	0	0	165	1
OPFPOKDM_00301_gene_mRNA	Pyrococcus_31_3	GCA_002214605@Thermococcus_chitonophagus	NZ_CP015193	-	1558418	1558481	1	HCEHDMML_01777	0	0	14	49	2
OPFPOKDM_00301_gene_mRNA	Pyrococcus_31_3	GCA_900012635@Thermococcus_chitonophagus_isolate_1	NZ_LN999010	-	909164	909227	1	PPKIDKBL_00990	0	0	14	49	2
OPFPOKDM_00301_gene_mRNA	Pyrococcus_31_3	Pyrococcus_EXT16	7485	+	1375287	1375365	1	KGGIBHBC_01566	0	0	14	64	1
OPFPOKDM_00554_gene_mRNA	Pyrococcus_31_3	GCA_000275605@Pyrococcus_furiosus_COM1	NC_018092	+	699496	699598	0		0	0	0	102	4
OPFPOKDM_00554_gene_mRNA	Pyrococcus_31_3	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	NZ_CP023154	+	879690	879792	0		0	0	0	102	4
OPFPOKDM_00554_gene_mRNA	Pyrococcus_31_3	GCA_000007305@Pyrococcus_furiosus_DSM_3638	NC_003413	+	897398	897500	0		0	0	0	102	4
OPFPOKDM_00554_gene_mRNA	Pyrococcus_31_3	GCA_000263735@Pyrococcus_sp_ST04	NC_017946	+	850717	850828	1	FDLBPKII_00880	45	0	0	66	2
OPFPOKDM_00554_gene_mRNA	Pyrococcus_31_3	Pyrococcus_endeavori_ES4	4064	+	845239	845350	1	FOMOJKPC_00885	45	0	0	66	2
ADNHAJGI_00301_gene_mRNA	Pyrococcus_32_1	GCA_002214605@Thermococcus_chitonophagus	NZ_CP015193	-	1558418	1558481	1	HCEHDMML_01777	0	0	14	49	2
ADNHAJGI_00301_gene_mRNA	Pyrococcus_32_1	GCA_900012635@Thermococcus_chitonophagus_isolate_1	NZ_LN999010	-	909164	909227	1	PPKIDKBL_00990	0	0	14	49	2
ADNHAJGI_00301_gene_mRNA	Pyrococcus_32_1	Pyrococcus_EXT16	7485	+	1375287	1375365	1	KGGIBHBC_01566	0	0	14	64	1
ADNHAJGI_00554_gene_mRNA	Pyrococcus_32_1	GCA_000275605@Pyrococcus_furiosus_COM1	NC_018092	+	699496	699598	0		0	0	0	102	4
ADNHAJGI_00554_gene_mRNA	Pyrococcus_32_1	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	NZ_CP023154	+	879690	879792	0		0	0	0	102	4
ADNHAJGI_00554_gene_mRNA	Pyrococcus_32_1	GCA_000007305@Pyrococcus_furiosus_DSM_3638	NC_003413	+	897398	897500	0		0	0	0	102	4
ADNHAJGI_00554_gene_mRNA	Pyrococcus_32_1	GCA_000263735@Pyrococcus_sp_ST04	NC_017946	+	850717	850828	1	FDLBPKII_00880	45	0	0	66	2
ADNHAJGI_00554_gene_mRNA	Pyrococcus_32_1	Pyrococcus_endeavori_ES4	4064	+	845239	845350	1	FOMOJKPC_00885	45	0	0	66	2
KGGIBHBC_01519_gene_mRNA	Pyrococcus_EXT16	GCA_002214605@Thermococcus_chitonophagus	NZ_CP015193	+	1598030	1598159	0		0	0	0	129	2
KGGIBHBC_01519_gene_mRNA	Pyrococcus_EXT16	GCA_900012635@Thermococcus_chitonophagus_isolate_1	NZ_LN999010	+	948776	948905	0		0	0	0	129	2
KGGIBHBC_01519_gene_mRNA	Pyrococcus_EXT16	Pyrococcus_31_3	7490	-	259303	259384	0		0	0	0	81	1
KGGIBHBC_01519_gene_mRNA	Pyrococcus_EXT16	Pyrococcus_sp_32_3	8815	-	1534673	1534754	0		0	0	0	81	1
KGGIBHBC_01519_gene_mRNA	Pyrococcus_EXT16	Pyrococcus_sp_32_4	8823	+	711547	711628	0		0	0	0	81	1
KGGIBHBC_01519_gene_mRNA	Pyrococcus_EXT16	Pyrococcus_32_1	7495	-	259327	259408	0		0	0	0	81	1
EDCHFHLE_01783_gene_mRNA	Pyrococcus_sp_32_3	GCA_002214605@Thermococcus_chitonophagus	NZ_CP015193	-	1558418	1558481	1	HCEHDMML_01777	0	0	14	49	2
EDCHFHLE_01783_gene_mRNA	Pyrococcus_sp_32_3	GCA_900012635@Thermococcus_chitonophagus_isolate_1	NZ_LN999010	-	909164	909227	1	PPKIDKBL_00990	0	0	14	49	2
EDCHFHLE_01783_gene_mRNA	Pyrococcus_sp_32_3	Pyrococcus_EXT16	7485	+	1375287	1375365	1	KGGIBHBC_01566	0	0	14	64	1
EDCHFHLE_02036_gene_mRNA	Pyrococcus_sp_32_3	GCA_000275605@Pyrococcus_furiosus_COM1	NC_018092	+	699496	699598	0		0	0	0	102	4
EDCHFHLE_02036_gene_mRNA	Pyrococcus_sp_32_3	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	NZ_CP023154	+	879690	879792	0		0	0	0	102	4
EDCHFHLE_02036_gene_mRNA	Pyrococcus_sp_32_3	GCA_000007305@Pyrococcus_furiosus_DSM_3638	NC_003413	+	897398	897500	0		0	0	0	102	4
EDCHFHLE_02036_gene_mRNA	Pyrococcus_sp_32_3	GCA_000263735@Pyrococcus_sp_ST04	NC_017946	+	850717	850828	1	FDLBPKII_00880	45	0	0	66	2
EDCHFHLE_02036_gene_mRNA	Pyrococcus_sp_32_3	Pyrococcus_endeavori_ES4	4064	+	845239	845350	1	FOMOJKPC_00885	45	0	0	66	2
ANCILGIH_00499_gene_mRNA	Pyrococcus_sp_32_4	GCA_000275605@Pyrococcus_furiosus_COM1	NC_018092	+	699496	699598	0		0	0	0	102	4
ANCILGIH_00499_gene_mRNA	Pyrococcus_sp_32_4	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	NZ_CP023154	+	879690	879792	0		0	0	0	102	4
ANCILGIH_00499_gene_mRNA	Pyrococcus_sp_32_4	GCA_000007305@Pyrococcus_furiosus_DSM_3638	NC_003413	+	897398	897500	0		0	0	0	102	4
ANCILGIH_00499_gene_mRNA	Pyrococcus_sp_32_4	GCA_000263735@Pyrococcus_sp_ST04	NC_017946	+	850717	850828	1	FDLBPKII_00880	45	0	0	66	2
ANCILGIH_00499_gene_mRNA	Pyrococcus_sp_32_4	Pyrococcus_endeavori_ES4	4064	+	845239	845350	1	FOMOJKPC_00885	45	0	0	66	2
ANCILGIH_00752_gene_mRNA	Pyrococcus_sp_32_4	GCA_002214605@Thermococcus_chitonophagus	NZ_CP015193	-	1558418	1558481	1	HCEHDMML_01777	0	0	14	49	2
ANCILGIH_00752_gene_mRNA	Pyrococcus_sp_32_4	GCA_900012635@Thermococcus_chitonophagus_isolate_1	NZ_LN999010	-	909164	909227	1	PPKIDKBL_00990	0	0	14	49	2
ANCILGIH_00752_gene_mRNA	Pyrococcus_sp_32_4	Pyrococcus_EXT16	7485	+	1375287	1375365	1	KGGIBHBC_01566	0	0	14	64	1
GDFJICBN_01038_gene_mRNA	Pyrococcus_sp_EXT_15c	Pyrococcus_31_3	7490	-	437039	437159	0		0	0	0	120	2
GDFJICBN_01038_gene_mRNA	Pyrococcus_sp_EXT_15c	Pyrococcus_sp_32_3	8815	-	1712409	1712529	0		0	0	0	120	2
GDFJICBN_01038_gene_mRNA	Pyrococcus_sp_EXT_15c	Pyrococcus_sp_32_4	8823	+	533772	533892	0		0	0	0	120	2
GDFJICBN_01038_gene_mRNA	Pyrococcus_sp_EXT_15c	Pyrococcus_32_1	7495	-	437063	437183	0		0	0	0	120	2
GDFJICBN_01038_gene_mRNA	Pyrococcus_sp_EXT_15c	Pyrococcus_EXT16	7485	+	1943170	1943290	0		0	0	0	120	2
GDFJICBN_01038_gene_mRNA	Pyrococcus_sp_EXT_15c	GCA_002214605@Thermococcus_chitonophagus	NZ_CP015193	-	945969	946089	0		0	0	0	120	2
GDFJICBN_01038_gene_mRNA	Pyrococcus_sp_EXT_15c	GCA_900012635@Thermococcus_chitonophagus_isolate_1	NZ_LN999010	+	741745	741865	0		0	0	0	120	2
GDFJICBN_01038_gene_mRNA	Pyrococcus_sp_EXT_15c	GCA_001577775@Pyrococcus_kukulkanii_NCB100	NZ_CP010835	-	1019483	1019603	0		0	0	0	120	1
DLHNAOEN_01913_gene_mRNA	Thermococcus_23_2	GCA_000769655@Thermococcus_eurythermalis_A501	NZ_CP008887	-	1685302	1685773	0		0	0	0	471	8
DLHNAOEN_01913_gene_mRNA	Thermococcus_23_2	Thermococcus_31_3	7489	-	1318853	1319171	0		0	0	0	318	7
DLHNAOEN_01913_gene_mRNA	Thermococcus_23_2	GCA_002214565@Thermococcus_radiotolerans_EJ2	NZ_CP015106	-	452216	452696	0		0	0	0	480	1
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_AMTc30	10769	+	169471	169678	0		0	0	0	207	2
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_AMTc85	10774	+	299323	299530	0		0	0	0	207	2
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_EXT11c	11137	-	1828359	1828566	0		0	0	0	207	2
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_sp_EXT09c	8819	+	762410	762617	0		0	0	0	207	2
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_AMTc51	10770	-	1032101	1032308	0		0	0	0	207	2
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_sp_unknown	8821	+	459920	460037	0		0	0	0	117	2
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	GCA_900198835@Thermococcus_henrietii_EXT12c	NZ_LT900021	+	1740661	1740868	0		0	0	0	207	2
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_sp_TPV	7510	+	1624120	1624237	0		0	0	0	117	2
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_sp_AMTc09	12160	+	2014972	2015134	0		0	0	0	162	1
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_sp_AMTc102	11786	-	394086	394248	0		0	0	0	162	1
ONHDGIGB_01003_gene_mRNA	Thermococcus_29_3	Thermococcus_sp_26_2	8824	-	1836594	1836759	0		0	0	0	165	1
HKFOCBLP_00592_gene_mRNA	Thermococcus_alcaliphilus_DSM_10322	GCA_023746595@Thermococcus_argininiproducens_IOH2	NZ_CP080572	+	989935	990076	0		0	0	0	141	6
HKFOCBLP_00592_gene_mRNA	Thermococcus_alcaliphilus_DSM_10322	GCA_024022995@Thermococcus_aggregans_TY	NZ_CP099582	-	93165	93324	0		0	0	0	159	5
HKFOCBLP_00592_gene_mRNA	Thermococcus_alcaliphilus_DSM_10322	Thermococcus_aggregans_DSM_12819	11781	+	1476753	1476912	0		0	0	0	159	5
HKFOCBLP_00592_gene_mRNA	Thermococcus_alcaliphilus_DSM_10322	GCA_020386975@Thermococcus_bergensis_T7324	NZ_JABFNK010000002	-	50618	50726	0		0	0	0	108	4
HKFOCBLP_00592_gene_mRNA	Thermococcus_alcaliphilus_DSM_10322	Thermococcus_aegaeus_DSM_12767	11780	-	828036	828240	1	JKCEONJL_00926	0	0	44	160	3
HKFOCBLP_00592_gene_mRNA	Thermococcus_alcaliphilus_DSM_10322	GCA_001484685@Thermococcus_sp_2319x1	NZ_CP012200	+	318828	318957	0		0	0	0	129	2
HKFOCBLP_00592_gene_mRNA	Thermococcus_alcaliphilus_DSM_10322	GCA_902813195@Thermococcus_sp_2319x1_Essen	NZ_LR778300	+	306233	306362	0		0	0	0	129	2
