denovo	outgroup	neighbor_sp	qcov	qcov_orf
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_IRI25c	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_IRI10c	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_IRI14c	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_IRI15c	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_IRI_06c	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	GCA_000265525@Thermococcus_cleftensis_CL1	83	82.10526315789474
GNOOMBDF_01715_gene_mRNA	before_last	GCA_002214505@Thermococcus_siculi_RG_20	83	82.10526315789474
GNOOMBDF_01715_gene_mRNA	before_last	GCA_002214485@Thermococcus_pacificus_P4	94	80.0
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_prieuri_Col3	83	82.10526315789474
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_15_2	83	82.10526315789474
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_stetteri_DSM_5262	81	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_fumicolans_ST557	83	77.89473684210526
GNOOMBDF_01715_gene_mRNA	before_last	GCA_002214385@Thermococcus_gorgonarius_W_12	77	71.57894736842105
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_waiotapuensis_WT1	83	77.89473684210526
GNOOMBDF_01715_gene_mRNA	before_last	GCA_000258515@Thermococcus_zilligii_AN1	83	77.89473684210526
GNOOMBDF_01715_gene_mRNA	before_last	GCA_000816105@Thermococcus_guaymasensis_DSM_11113	77	71.57894736842105
GNOOMBDF_01715_gene_mRNA	before_last	GCA_000151205@Thermococcus_sp_AM4	82	76.84210526315789
GNOOMBDF_01715_gene_mRNA	before_last	GCA_000022365@Thermococcus_gammatolerans_EJ3	80	74.73684210526315
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_marinus_DSM_15227	92	86.31578947368422
GNOOMBDF_01715_gene_mRNA	before_last	GCA_000769655@Thermococcus_eurythermalis_A501	92	86.31578947368422
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_TPV	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	GCA_900198835@Thermococcus_henrietii_EXT12c	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_unknown	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_AMTc51	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_EXT09c	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_EXT11c	83	82.10526315789474
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_AMTc85	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_AMTc30	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_26_2	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_AMTc102	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_AMTc09	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_AMTc79	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_9_3	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	GCA_000585495@Thermococcus_nautili_30_1	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_AMTc94	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_33_3	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_E15p33	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_E15P35	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_29_3	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_E10P8	82	81.05263157894737
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_E10P11	82	81.05263157894737
OPFPOKDM_00145_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	55	40.845070422535215
OPFPOKDM_00145_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	55	40.845070422535215
OPFPOKDM_00145_gene_mRNA	before_last	Pyrococcus_EXT16	75	71.83098591549296
OPFPOKDM_00301_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	94	52.77777777777778
OPFPOKDM_00301_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	94	52.77777777777778
OPFPOKDM_00301_gene_mRNA	before_last	Pyrococcus_EXT16	72	66.66666666666666
OPFPOKDM_00554_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	65	61.53846153846154
OPFPOKDM_00554_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	65	61.53846153846154
OPFPOKDM_00554_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	65	61.53846153846154
OPFPOKDM_00554_gene_mRNA	before_last	Pyrococcus_endeavori_ES4	71	50.0
OPFPOKDM_00554_gene_mRNA	before_last	GCA_000263735@Pyrococcus_sp_ST04	71	50.0
OPFPOKDM_01280_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	77	71.7948717948718
OPFPOKDM_01280_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	77	71.7948717948718
OPFPOKDM_01280_gene_mRNA	before_last	Pyrococcus_EXT16	100	94.87179487179486
OPFPOKDM_01629_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	100	92.5925925925926
OPFPOKDM_01629_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	100	92.5925925925926
OPFPOKDM_01629_gene_mRNA	before_last	Pyrococcus_EXT16	100	92.5925925925926
OPFPOKDM_02026_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	86	81.08108108108108
OPFPOKDM_02026_gene_mRNA	last	Thermococcus_atlanticus_DSM_15226	86	45.94594594594595
OPFPOKDM_02026_gene_mRNA	before_last	GCA_000215995@Pyrococcus_yayanosii_CH1	81	75.67567567567568
ADNHAJGI_00145_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	55	40.845070422535215
ADNHAJGI_00145_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	55	40.845070422535215
ADNHAJGI_00145_gene_mRNA	before_last	Pyrococcus_EXT16	75	71.83098591549296
ADNHAJGI_00301_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	94	52.77777777777778
ADNHAJGI_00301_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	94	52.77777777777778
ADNHAJGI_00301_gene_mRNA	before_last	Pyrococcus_EXT16	72	66.66666666666666
ADNHAJGI_00554_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	65	61.53846153846154
ADNHAJGI_00554_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	65	61.53846153846154
ADNHAJGI_00554_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	65	61.53846153846154
ADNHAJGI_00554_gene_mRNA	before_last	Pyrococcus_endeavori_ES4	71	50.0
ADNHAJGI_00554_gene_mRNA	before_last	GCA_000263735@Pyrococcus_sp_ST04	71	50.0
ADNHAJGI_01280_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	77	71.7948717948718
ADNHAJGI_01280_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	77	71.7948717948718
ADNHAJGI_01280_gene_mRNA	before_last	Pyrococcus_EXT16	100	94.87179487179486
ADNHAJGI_01629_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	100	92.5925925925926
ADNHAJGI_01629_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	100	92.5925925925926
ADNHAJGI_01629_gene_mRNA	before_last	Pyrococcus_EXT16	100	92.5925925925926
ADNHAJGI_02026_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	86	81.08108108108108
ADNHAJGI_02026_gene_mRNA	last	Thermococcus_atlanticus_DSM_15226	86	45.94594594594595
ADNHAJGI_02026_gene_mRNA	before_last	GCA_000215995@Pyrococcus_yayanosii_CH1	81	75.67567567567568
FOMOJKPC_00710_gene_mRNA	last	GCA_001577775@Pyrococcus_kukulkanii_NCB100	96	42.857142857142854
FOMOJKPC_00710_gene_mRNA	before_last	GCA_000263735@Pyrococcus_sp_ST04	100	97.61904761904762
KGGIBHBC_00480_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	86	81.08108108108108
KGGIBHBC_00480_gene_mRNA	last	Thermococcus_atlanticus_DSM_15226	86	45.94594594594595
KGGIBHBC_00480_gene_mRNA	before_last	GCA_000215995@Pyrococcus_yayanosii_CH1	81	75.67567567567568
KGGIBHBC_00992_gene_mRNA	last	Pyrococcus_sp_EXT_15c	65	42.857142857142854
KGGIBHBC_00992_gene_mRNA	before_last	Pyrococcus_32_1	80	75.51020408163265
KGGIBHBC_00992_gene_mRNA	before_last	Pyrococcus_sp_32_4	80	75.51020408163265
KGGIBHBC_00992_gene_mRNA	before_last	Pyrococcus_sp_32_3	80	75.51020408163265
KGGIBHBC_00992_gene_mRNA	before_last	Pyrococcus_31_3	80	75.51020408163265
KGGIBHBC_01353_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	100	88.57142857142857
KGGIBHBC_01353_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	100	88.57142857142857
KGGIBHBC_01353_gene_mRNA	before_last	Pyrococcus_32_1	100	97.14285714285714
KGGIBHBC_01353_gene_mRNA	before_last	Pyrococcus_sp_32_4	100	97.14285714285714
KGGIBHBC_01353_gene_mRNA	before_last	Pyrococcus_sp_32_3	100	97.14285714285714
KGGIBHBC_01353_gene_mRNA	before_last	Pyrococcus_31_3	100	97.14285714285714
KGGIBHBC_01519_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	98	61.36363636363637
KGGIBHBC_01519_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	98	61.36363636363637
KGGIBHBC_01519_gene_mRNA	before_last	Pyrococcus_32_1	61	27.27272727272727
KGGIBHBC_01519_gene_mRNA	before_last	Pyrococcus_sp_32_4	61	27.27272727272727
KGGIBHBC_01519_gene_mRNA	before_last	Pyrococcus_sp_32_3	61	27.27272727272727
KGGIBHBC_01519_gene_mRNA	before_last	Pyrococcus_31_3	61	27.27272727272727
EDCHFHLE_00518_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	77	71.7948717948718
EDCHFHLE_00518_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	77	71.7948717948718
EDCHFHLE_00518_gene_mRNA	before_last	Pyrococcus_EXT16	100	94.87179487179486
EDCHFHLE_00867_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	100	92.5925925925926
EDCHFHLE_00867_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	100	92.5925925925926
EDCHFHLE_00867_gene_mRNA	before_last	Pyrococcus_EXT16	100	92.5925925925926
EDCHFHLE_01264_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	86	81.08108108108108
EDCHFHLE_01264_gene_mRNA	last	Thermococcus_atlanticus_DSM_15226	86	45.94594594594595
EDCHFHLE_01264_gene_mRNA	before_last	GCA_000215995@Pyrococcus_yayanosii_CH1	81	75.67567567567568
EDCHFHLE_01627_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	55	40.845070422535215
EDCHFHLE_01627_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	55	40.845070422535215
EDCHFHLE_01627_gene_mRNA	before_last	Pyrococcus_EXT16	75	71.83098591549296
EDCHFHLE_01783_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	94	52.77777777777778
EDCHFHLE_01783_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	94	52.77777777777778
EDCHFHLE_01783_gene_mRNA	before_last	Pyrococcus_EXT16	72	66.66666666666666
EDCHFHLE_02036_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	65	61.53846153846154
EDCHFHLE_02036_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	65	61.53846153846154
EDCHFHLE_02036_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	65	61.53846153846154
EDCHFHLE_02036_gene_mRNA	before_last	Pyrococcus_endeavori_ES4	71	50.0
EDCHFHLE_02036_gene_mRNA	before_last	GCA_000263735@Pyrococcus_sp_ST04	71	50.0
ANCILGIH_00499_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	65	61.53846153846154
ANCILGIH_00499_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	65	61.53846153846154
ANCILGIH_00499_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	65	61.53846153846154
ANCILGIH_00499_gene_mRNA	before_last	Pyrococcus_endeavori_ES4	71	50.0
ANCILGIH_00499_gene_mRNA	before_last	GCA_000263735@Pyrococcus_sp_ST04	71	50.0
ANCILGIH_00752_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	94	52.77777777777778
ANCILGIH_00752_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	94	52.77777777777778
ANCILGIH_00752_gene_mRNA	before_last	Pyrococcus_EXT16	72	66.66666666666666
ANCILGIH_00907_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	55	40.845070422535215
ANCILGIH_00907_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	55	40.845070422535215
ANCILGIH_00907_gene_mRNA	before_last	Pyrococcus_EXT16	75	71.83098591549296
ANCILGIH_00951_gene_mRNA	last	Pyrococcus_32_1	100	97.10144927536231
ANCILGIH_00951_gene_mRNA	before_last	Pyrococcus_sp_32_3	100	97.10144927536231
ANCILGIH_00951_gene_mRNA	before_last	Pyrococcus_31_3	100	97.10144927536231
ANCILGIH_01271_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	86	81.08108108108108
ANCILGIH_01271_gene_mRNA	last	Thermococcus_atlanticus_DSM_15226	86	45.94594594594595
ANCILGIH_01271_gene_mRNA	before_last	GCA_000215995@Pyrococcus_yayanosii_CH1	81	75.67567567567568
ANCILGIH_01668_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	100	92.5925925925926
ANCILGIH_01668_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	100	92.5925925925926
ANCILGIH_01668_gene_mRNA	before_last	Pyrococcus_EXT16	100	92.5925925925926
GDFJICBN_01038_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	57	54.285714285714285
GDFJICBN_01038_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	57	54.285714285714285
GDFJICBN_01038_gene_mRNA	last	Pyrococcus_EXT16	57	54.285714285714285
GDFJICBN_01038_gene_mRNA	last	Pyrococcus_32_1	57	54.285714285714285
GDFJICBN_01038_gene_mRNA	last	Pyrococcus_sp_32_4	57	54.285714285714285
GDFJICBN_01038_gene_mRNA	last	Pyrococcus_sp_32_3	57	54.285714285714285
GDFJICBN_01038_gene_mRNA	last	Pyrococcus_31_3	57	54.285714285714285
GDFJICBN_01038_gene_mRNA	before_last	GCA_001577775@Pyrococcus_kukulkanii_NCB100	57	54.285714285714285
GDFJICBN_01274_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	97	78.125
GDFJICBN_01274_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	97	78.125
GDFJICBN_01274_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	97	78.125
GDFJICBN_01274_gene_mRNA	before_last	GCA_000211475@Pyrococcus_sp_NA2	63	56.25
GDFJICBN_01274_gene_mRNA	before_last	GCA_000011105@Pyrococcus_horikoshii_OT3	78	71.875
GDFJICBN_01274_gene_mRNA	before_last	Pyrococcus_sp_GE_23	63	56.25
GDFJICBN_01274_gene_mRNA	before_last	Pyrococcus_abyssi_GE2	63	56.25
GDFJICBN_01274_gene_mRNA	before_last	GCA_000195935@Pyrococcus_abyssi_GE5	63	56.25
GDFJICBN_01612_gene_mRNA	last	GCA_900012635@Thermococcus_chitonophagus_isolate_1	99	96.47058823529412
GDFJICBN_01612_gene_mRNA	last	GCA_002214605@Thermococcus_chitonophagus	99	96.47058823529412
GDFJICBN_01612_gene_mRNA	last	Pyrococcus_EXT16	99	96.47058823529412
GDFJICBN_01612_gene_mRNA	last	Pyrococcus_32_1	99	96.47058823529412
GDFJICBN_01612_gene_mRNA	last	Pyrococcus_sp_32_4	99	96.47058823529412
GDFJICBN_01612_gene_mRNA	last	Pyrococcus_sp_32_3	99	96.47058823529412
GDFJICBN_01612_gene_mRNA	last	Pyrococcus_31_3	99	96.47058823529412
GDFJICBN_01612_gene_mRNA	before_last	GCA_001577775@Pyrococcus_kukulkanii_NCB100	98	95.29411764705881
OFPOBCOD_00026_gene_mRNA	last	GCA_000211475@Pyrococcus_sp_NA2	86	81.08108108108108
OFPOBCOD_00026_gene_mRNA	last	GCA_000011105@Pyrococcus_horikoshii_OT3	100	83.78378378378379
OFPOBCOD_00026_gene_mRNA	last	Pyrococcus_sp_GE_23	95	81.08108108108108
OFPOBCOD_00026_gene_mRNA	last	Pyrococcus_abyssi_GE2	95	81.08108108108108
OFPOBCOD_00026_gene_mRNA	last	GCA_000195935@Pyrococcus_abyssi_GE5	95	81.08108108108108
OFPOBCOD_00026_gene_mRNA	before_last	Thermococcus_atlanticus_DSM_15226	100	94.5945945945946
DLHNAOEN_01913_gene_mRNA	last	GCA_000769655@Thermococcus_eurythermalis_A501	100	38.75
DLHNAOEN_01913_gene_mRNA	before_last	Thermococcus_31_3	66	31.874999999999996
ONHDGIGB_01003_gene_mRNA	last	Thermococcus_sp_TPV	50	24.285714285714285
ONHDGIGB_01003_gene_mRNA	last	GCA_900198835@Thermococcus_henrietii_EXT12c	99	31.428571428571427
ONHDGIGB_01003_gene_mRNA	last	Thermococcus_sp_unknown	50	31.428571428571427
ONHDGIGB_01003_gene_mRNA	last	Thermococcus_AMTc51	99	31.428571428571427
ONHDGIGB_01003_gene_mRNA	last	Thermococcus_sp_EXT09c	99	30.0
ONHDGIGB_01003_gene_mRNA	last	Thermococcus_EXT11c	99	30.0
ONHDGIGB_01003_gene_mRNA	last	Thermococcus_AMTc85	99	31.428571428571427
ONHDGIGB_01003_gene_mRNA	last	Thermococcus_AMTc30	99	31.428571428571427
ONHDGIGB_01003_gene_mRNA	before_last	Thermococcus_sp_26_2	79	64.28571428571429
ONHDGIGB_01003_gene_mRNA	before_last	Thermococcus_sp_AMTc102	77	62.857142857142854
ONHDGIGB_01003_gene_mRNA	before_last	Thermococcus_sp_AMTc09	77	62.857142857142854
JKCEONJL_00383_gene_mRNA	last	GCA_023746595@Thermococcus_argininiproducens_IOH2	92	92.45283018867924
JKCEONJL_00383_gene_mRNA	last	GCA_000022545@Thermococcus_sibiricus_MM_739	100	96.22641509433963
JKCEONJL_00383_gene_mRNA	before_last	Thermococcus_aggregans_DSM_12819	98	94.33962264150944
JKCEONJL_00383_gene_mRNA	before_last	GCA_024022995@Thermococcus_aggregans_TY	98	94.33962264150944
JKCEONJL_01421_gene_mRNA	last	GCA_020386975@Thermococcus_bergensis_T7324	97	90.9090909090909
JKCEONJL_01421_gene_mRNA	before_last	GCA_001484685@Thermococcus_sp_2319x1	97	90.9090909090909
JKCEONJL_01421_gene_mRNA	before_last	Thermococcus_alcaliphilus_DSM_10322	100	93.93939393939394
JKCEONJL_01421_gene_mRNA	before_last	GCA_000246985@Thermococcus_litoralis_DSM_5473	97	90.9090909090909
HKFOCBLP_00051_gene_mRNA	last	Thermococcus_aegaeus_DSM_12767	89	85.96491228070175
HKFOCBLP_00051_gene_mRNA	before_last	GCA_000246985@Thermococcus_litoralis_DSM_5473	96	92.98245614035088
HKFOCBLP_00592_gene_mRNA	last	GCA_023746595@Thermococcus_argininiproducens_IOH2	66	33.80281690140845
HKFOCBLP_00592_gene_mRNA	before_last	Thermococcus_aggregans_DSM_12819	77	66.19718309859155
HKFOCBLP_00592_gene_mRNA	before_last	GCA_024022995@Thermococcus_aggregans_TY	77	66.19718309859155
GFJMONNO_00169_gene_mRNA	last	Thermococcus_barophilus_CH1	65	39.473684210526315
GFJMONNO_00169_gene_mRNA	before_last	GCA_000258515@Thermococcus_zilligii_AN1	92	26.842105263157894
GFJMONNO_00169_gene_mRNA	before_last	Thermococcus_sp_TPV	81	24.210526315789473
GFJMONNO_00541_gene_mRNA	last	GCA_000215995@Pyrococcus_yayanosii_CH1	81	26.666666666666668
GFJMONNO_00541_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	78	38.095238095238095
GFJMONNO_00541_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	78	38.095238095238095
GFJMONNO_00541_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	78	38.095238095238095
GFJMONNO_00541_gene_mRNA	last	Pyrococcus_sp_IRI_42C	68	38.095238095238095
GFJMONNO_00541_gene_mRNA	last	GCA_000211475@Pyrococcus_sp_NA2	91	72.38095238095238
GFJMONNO_00541_gene_mRNA	last	Pyrococcus_sp_GE_23	66	60.952380952380956
GFJMONNO_00541_gene_mRNA	last	Pyrococcus_abyssi_GE2	70	61.904761904761905
GFJMONNO_00541_gene_mRNA	last	GCA_000195935@Pyrococcus_abyssi_GE5	70	61.904761904761905
GFJMONNO_00541_gene_mRNA	last	Pyrococcus_endeavori_ES4	52	39.04761904761905
GFJMONNO_00541_gene_mRNA	last	GCA_000263735@Pyrococcus_sp_ST04	52	39.04761904761905
GFJMONNO_00541_gene_mRNA	last	Pyrococcus_sp_EXT_15c	60	33.33333333333333
GFJMONNO_00541_gene_mRNA	before_last	Thermococcus_barophilus_DT4	61	58.0952380952381
GFJMONNO_00541_gene_mRNA	before_last	GCA_035621495@Thermococcus_sp_SY098	61	63.8095238095238
GFJMONNO_00541_gene_mRNA	before_last	Thermococcus_barophilus_CH1	50	43.80952380952381
GFJMONNO_00541_gene_mRNA	before_last	GCA_001433455@Thermococcus_barophilus_CH5	50	43.80952380952381
GFJMONNO_00541_gene_mRNA	before_last	GCA_000151105@Thermococcus_barophilus_MP	50	43.80952380952381
GFJMONNO_00541_gene_mRNA	before_last	GCA_000022545@Thermococcus_sibiricus_MM_739	62	39.04761904761905
GFJMONNO_00541_gene_mRNA	before_last	Thermococcus_aegaeus_DSM_12767	81	51.42857142857142
GFJMONNO_00541_gene_mRNA	before_last	Thermococcus_alcaliphilus_DSM_10322	63	39.04761904761905
GFJMONNO_00541_gene_mRNA	before_last	GCA_000246985@Thermococcus_litoralis_DSM_5473	63	39.04761904761905
GFJMONNO_02308_gene_mRNA	last	GCA_001647085@Thermococcus_piezophilus_CDGS	100	80.43478260869566
GFJMONNO_02308_gene_mRNA	before_last	GCA_006274605@Thermococcus_indicus_IOH1	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	GCA_008152015@Thermococcus_aciditolerans_SY113	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	GCA_000221185@Thermococcus_sp_4557	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_sp_AMTc72	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_sp_AMTc71	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	GCA_904067545@Thermococcus_camini_IRI35c	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_sp_IRI27c2	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_sp_IRI29c	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_sp_IRI24c	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_sp_IRI25c	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_sp_IRI10c	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_sp_IRI14c	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_IRI15c	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	GCA_002214505@Thermococcus_siculi_RG_20	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_prieuri_Col3	83	76.08695652173914
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_15_2	83	76.08695652173914
GFJMONNO_02308_gene_mRNA	before_last	GCA_000816105@Thermococcus_guaymasensis_DSM_11113	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	Thermococcus_marinus_DSM_15227	100	95.65217391304348
GFJMONNO_02308_gene_mRNA	before_last	GCA_000769655@Thermococcus_eurythermalis_A501	100	95.65217391304348
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_26_2	73	45.33333333333333
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_AMTc102	73	45.33333333333333
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_AMTc09	73	45.33333333333333
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_AMTc79	99	40.88888888888889
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_9_3	99	40.88888888888889
DBJFJDPB_00921_gene_mRNA	last	GCA_000585495@Thermococcus_nautili_30_1	74	46.22222222222222
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_AMTc94	99	40.88888888888889
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_33_3	59	51.11111111111111
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_E15p33	58	40.88888888888889
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_E15P35	58	40.88888888888889
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_29_3	99	40.88888888888889
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_E10P8	99	40.88888888888889
DBJFJDPB_00921_gene_mRNA	last	Thermococcus_sp_E10P11	99	40.88888888888889
DBJFJDPB_00921_gene_mRNA	before_last	Thermococcus_sp_unknown	60	19.11111111111111
DBJFJDPB_01482_gene_mRNA	last	Thermococcus_coalescens_TS1	77	51.724137931034484
DBJFJDPB_01482_gene_mRNA	before_last	Thermococcus_marinus_DSM_15227	77	47.12643678160919
DBJFJDPB_01482_gene_mRNA	before_last	GCA_000769655@Thermococcus_eurythermalis_A501	77	47.12643678160919
DBJFJDPB_01532_gene_mRNA	last	Thermococcus_prieuri_Col3	94	74.52229299363057
DBJFJDPB_01532_gene_mRNA	before_last	GCA_001592435@Thermococcus_peptonophilus_OG_1	82	49.681528662420384
PCHKGBCN_01240_gene_mRNA	last	Thermococcus_sp_IRI_33c	85	56.03448275862068
PCHKGBCN_01240_gene_mRNA	last	Thermococcus_sp_DS1	85	56.03448275862068
PCHKGBCN_01240_gene_mRNA	before_last	Thermococcus_15_2	99	97.41379310344827
PCHKGBCN_01343_gene_mRNA	last	GCA_000022545@Thermococcus_sibiricus_MM_739	97	63.49206349206349
PCHKGBCN_01343_gene_mRNA	last	Thermococcus_aggregans_DSM_12819	97	63.49206349206349
